name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
Eccentrics 2: Orbits by Radix,13,1.43,3.8,0.34,19,6.460000000000001,338,500.0
cocoNFT,1,0.11,1.1,1.0,1,1.0,56,91.0
In Search of Stillness: Journey through the Pacific Northwest 25 NFT 1/1's,2,0.22,12.0,0.25,3,0.75,10,25.0
WTF Spaces,1,0.11,0.1,0.0,1,0.0,71,1031.0
MOON EDITION 1/1 #127-186 2D,1,0.11,9.84,0.25,6,1.5,9,61.0
The WonderQuest,4,0.44,0.25,0.01,25,0.25,2775,10000.0
CryptoBeasties Token,1,0.11,100.0,0.0,1,0.0,1,1.0
Carl Fravel DragonLux,1,0.11,50.0,0.04,4,0.16,4,8.0
CryptoTrunks,24,2.65,0.61,0.02,144,2.88,11522,23497.0
Unitize2020,1,0.11,0.67,0.2,4,0.8,339,601.0
NYC February 19th 2020,7,0.77,700.0,0.0,7,0.0,12583,1.0
Decentraland Names,11,1.21,0.04,0.05,14,0.7000000000000001,12936,32774.0
HELLO365DAYSWTF,5,0.55,0.09,0.0001,5,0.0005,5353,5489.0
Dissolution Legacy,7,0.77,7.87,0.02,7,0.14,20772,89.0
CryptoBeasties,1,0.11,0.37,0.0,54,0.0,239,14541.0
Decentraland,16,1.76,0.05,4.38,51,223.38,6812,97338.0
CBTest,1,0.11,8.52,0.0,15,0.0,3,176.0
Arcona Digital Land,3,0.33,0.02,0.07,3,0.21000000000000002,4289,14180.0
Never Fear Truth  by Johnny Depp,10,1.1,0.29,0.5,11,5.5,2295,3850.0
LIT Collaboration One: Never Fear Truth,22,2.43,2200.0,0.04,22,0.88,2162,1.0
Nouns3D,6,0.66,0.38,0.02,24,0.48,1977,6362.0
N3D Deprecated,6,0.66,0.35,0.0,27,0.0,2363,7796.0
Rapture by Thomas Lin Pedersen,19,2.09,3.3,0.2,33,6.6000000000000005,589,1000.0
Window to the Soul by Electralina,2,0.22,2.94,1.0,2,2.0,51,68.0
Genesis Gradients by Beaming,1,0.11,0.45,0.25,1,0.25,180,222.0
Skullx,6,0.66,0.18,0.03,18,0.54,2553,10000.0
The Panels - Blocks,10,1.1,3.35,0.0,277,0.0,874,8261.0
Wave Schematics by luxpris,3,0.33,0.75,0.1,3,0.30000000000000004,264,400.0
AnimightiesJigScene,10,1.1,11.3,0.0,20,0.0,981,177.0
Skullx: Aeons,3,0.33,0.15,0.09,3,0.27,742,2000.0
Unknown Signals by k0ch,8,0.88,0.9,0.06,9,0.54,680,1000.0
Iconography V2,1,0.11,14.29,0.7,2,1.4,49,14.0
Animonkeys,7,0.77,1.2,0.21,30,6.3,928,2500.0
Wrapped Penguins,4,0.44,0.72,1.0,4,4.0,246,554.0
Monaco Planet Yacht,14,1.54,0.27,0.08,27,2.16,4930,9999.0
Tri3es Official,3,0.33,0.73,0.06,23,1.38,1284,3160.0
Hero Galaxy: Heroes,3,0.33,0.22,0.39,12,4.68,2122,5555.0
Lil' Heroes by Edgar Plans,2,0.22,0.12,0.93,9,8.370000000000001,4134,7776.0
Loot: Explorers,13,1.43,0.67,0.05,54,2.7,2427,8003.0
Generative Dungeon,8,0.88,0.43,0.45,13,5.8500000000000005,1843,3000.0
Wizards & Dragons Game - Sacrificial Altar,7,0.77,171.43,0.02,12,0.24,2006,7.0
CryptoKings.art,1,0.11,1.81,0.01,10,0.1,157,551.0
GAMA SPACE STATION,1,0.11,0.08,0.08,4,0.32,917,4878.0
KinectAir OpenAccess,1,0.11,1.12,0.5,1,0.5,64,89.0
Witch Hearts,2,0.22,0.12,0.04,2,0.08,896,1617.0
CryptoPeaks Guestbook,1,0.11,100.0,0.0,1,0.0,36,1.0
madebymetsa x cb,2,0.22,200.0,1.0,2,2.0,192,1.0
The Infinite Machine Movie Collection,9,0.99,0.58,0.09,24,2.16,1444,4156.0
Galaxiss by Xenoliss,14,1.54,3.83,0.21,23,4.83,404,600.0
GAMA SPACE STATION GENESIS,1,0.11,0.18,0.07,4,0.28,567,2240.0
Bitchcoin Manifesto,5,0.55,1.26,0.03,5,0.15,300,397.0
GhostsProject,6,0.66,0.19,0.18,19,3.42,3391,9997.0
The Forgotten Cult,6,0.66,0.9,0.0,30,0.0,1148,3333.0
Golden Token Berlin,13,1.43,1.8,0.98,18,17.64,381,1000.0
CityDAO Citizenship,19,2.09,633.33,0.46,19,8.74,5026,3.0
Edifice by Ben Kovach,20,2.21,3.28,1.5,32,48.0,600,976.0
NimBuds by Bryan Brinkman,10,1.1,5.0,2.88,20,57.599999999999994,246,400.0
Ignition by ge1doot,8,0.88,3.71,1.9,19,36.1,212,512.0
The Settlements (Legacy),9,0.99,1.26,0.04,125,5.0,1577,9905.0
FameLadySquad,10,1.1,0.52,0.16,46,7.36,3872,8886.0
Dream Machine (Alpha Series),2,0.22,0.74,0.17,2,0.34,139,272.0
AudiusCollectiblesLaunchToken,1,0.11,0.28,0.07,1,0.07,360,363.0
tBTC Deposit Token V2,1,0.11,0.02,0.0,1,0.0,316,4250.0
Unisocks,1,0.11,0.69,19.9,1,19.9,2955,145.0
TR Lab X AI 2041 Collector Cards,4,0.44,62.5,0.3,5,1.5,195,8.0
CrypToad Punks,15,1.65,2.77,0.02,193,3.86,2158,6969.0
Cosmic Reef by Leo Villareal,21,2.32,4.39,0.98,45,44.1,386,1024.0
Lowest Effort Punks,5,0.55,1.1,0.01,10,0.1,284,906.0
cool_momo Collection,1,0.11,100.0,0.065,1,0.065,2,1.0
crypty nifty,1,0.11,100.0,0.0,1,0.0,1,1.0
Gazers by Matt Kane,19,2.09,3.1,6.9,31,213.9,411,1000.0
TR Lab X AI 2041,4,0.44,1.91,0.4,5,2.0,191,262.0
OG:Crystals,14,1.54,1.01,0.03,104,3.12,3623,10301.0
iNFT Personality Pod by Alethea AI,4,0.44,0.11,0.37,11,4.07,1439,9811.0
Revenants by Alethea AI,1,0.11,1.0,28.99,1,28.99,70,100.0
Infinites IRL,12,1.32,4.43,0.17,44,7.48,443,993.0
Infinites AI,13,1.43,6.45,0.78,33,25.740000000000002,285,512.0
TR Lab,4,0.44,6.0,6.0,6,36.0,96,100.0
Hackatao x Blondie,2,0.22,0.62,0.95,2,1.9,173,323.0
The Orbs by BT,8,0.88,0.3,0.89,10,8.9,1419,3333.0
Kaiju Mutants NFT,4,0.44,0.45,0.5,16,8.0,2014,3528.0
The Squishiverse NFT,5,0.55,0.09,0.08,8,0.64,4064,8888.0
PUNKS 2: KIKI Collector's Edition,12,1.32,1.73,0.21,13,2.73,687,750.0
HOT MESS,9,0.99,800.0,0.55,16,8.8,98,2.0
Surge Emergence,1,0.11,0.2,0.01,1,0.01,321,497.0
Kuroro Ferry Tickets,2,0.22,200.0,0.9,2,1.8,601,1.0
Wealthy Ape Social Club,4,0.44,0.53,0.01,41,0.41000000000000003,2870,7777.0
Project MIP Network,4,0.44,0.11,0.04,11,0.44,5255,9575.0
OpenDAO Genesis Membership,8,0.88,350.0,0.04,14,0.56,3677,4.0
DRP Member,5,0.55,300.0,0.03,6,0.18,1253,2.0
Cool Monkes Genesis,1,0.11,0.01,0.18,1,0.18,831,10000.0
X Rabbits Club,6,0.66,0.12,0.11,9,0.99,3343,7502.0
Surge by Morpheu5,3,0.33,0.34,0.1,3,0.30000000000000004,551,888.0
Phanta Doods,6,0.66,0.85,0.0,66,0.0,1059,7776.0
PX Quest,2,0.22,0.06,0.29,3,0.8699999999999999,3066,5000.0
CyberBox Tools,1,0.11,100.0,1.69,1,1.69,165,1.0
The Aping Dead,3,0.33,1.07,0.0,26,0.0,1031,2424.0
Croodles,6,0.66,0.39,0.01,35,0.35000000000000003,3295,8888.0
Dreamland Genesis,7,0.77,0.25,0.06,25,1.5,4293,10000.0
Solarbots.io,10,1.1,0.4,0.16,157,25.12,1485,39512.0
DinoBabies - Ziggy's Landing,5,0.55,0.15,0.08,8,0.64,2955,5500.0
Soulware Project,2,0.22,0.67,0.02,16,0.32,1120,2397.0
TinyPaws 2D,6,0.66,0.25,0.0001,6,0.0006000000000000001,2347,2377.0
Banned NFT,7,0.77,11.93,0.01,50,0.5,242,419.0
Skeleton-Bit,8,0.88,1.58,0.0,79,0.0,1492,5000.0
Shark Feast,5,0.55,150.0,0.08,6,0.48,198,4.0
Mobland Genesis SYNR Pass,3,0.33,0.74,3.59,3,10.77,360,408.0
Monster Shelter,3,0.33,0.14,0.02,8,0.16,2306,5555.0
Women of Aradena,1,0.11,0.17,0.06,9,0.54,1058,5200.0
Asemica by Emily Edelman - Dima Ofman - Andrew Badr,11,1.21,2.24,0.29,22,6.38,584,980.0
MonkeVerse,3,0.33,0.09,0.04,3,0.12,1599,3333.0
Purrnelopes Kittens,6,0.66,0.54,0.03,32,0.96,1179,5976.0
Noundles,12,1.32,0.48,0.04,36,1.44,3223,7465.0
Alien Genesys,1,0.11,0.3,0.06,1,0.06,235,333.0
Mint Passes Dissected Toadz -- Commission Passes,2,0.22,0.93,0.05,2,0.1,71,215.0
Fluffy Polar Bears,8,0.88,0.29,0.07,27,1.8900000000000001,4065,9442.0
Genetic Chain - Chain Gang Pass,2,0.22,0.16,0.07,2,0.14,1082,1284.0
Club721 DAO,2,0.22,200.0,0.06,2,0.12,685,1.0
PSS Bingo,1,0.11,0.2,0.02,1,0.02,448,496.0
Blaschke Ballet by NumbersInMotion,3,0.33,0.67,0.08,4,0.32,435,600.0
The Space Cats,5,0.55,0.71,0.0,71,0.0,2348,9999.0
Icy Founders Club,16,1.76,1.44,0.5,19,9.5,1292,1318.0
KitPics,2,0.22,0.06,0.01,3,0.03,1174,5270.0
Gods Of Rock,8,0.88,0.35,0.03,24,0.72,2287,6919.0
Rich Gator Golf Club,1,0.11,0.18,0.01,4,0.04,1176,2222.0
Fomoverse,11,1.21,0.89,3.3,11,36.3,848,1234.0
Froggies Beginnings,3,0.33,0.2,0.0,8,0.0,1588,4096.0
Beyond Humanity (Official),4,0.44,0.16,0.0,7,0.0,1823,4444.0
Purrnelopes KittyBank Purrks,13,1.43,1000.0,0.0,60,0.0,3583,6.0
Homeward Founders Tickets,1,0.11,33.33,0.07,1,0.07,8,3.0
BearBrick Labs,1,0.11,0.19,0.01,2,0.02,436,1055.0
PSS MintPass,1,0.11,0.23,0.02,1,0.02,429,435.0
Bastard Penguins,5,0.55,0.21,0.01,20,0.2,3885,9613.0
Habbo Avatars,12,1.32,0.26,0.14,30,4.2,4323,11600.0
TinyPaws,6,0.66,0.6,0.0,32,0.0,2390,5356.0
Avarik Saga Universe,3,0.33,0.06,0.08,5,0.4,2485,8888.0
Adventure Cards,7,0.77,0.41,0.03,20,0.6,1756,4901.0
Cupcats Official,3,0.33,0.08,0.22,4,0.88,1812,5009.0
Homeward Official,1,0.11,33.33,0.0,1,0.0,3,3.0
The Adventurers Text,6,0.66,0.32,0.0,16,0.0,2559,5000.0
0xVampire Project,4,0.44,0.07,0.01,7,0.07,4389,9861.0
The Medieval Pixels,2,0.22,0.1,0.0,10,0.0,1523,10000.0
dGenesis dGen Automatons,8,0.88,0.33,0.01,13,0.13,1032,4000.0
GLICPIXXXVER002 - GRAND COLLECTION,3,0.33,0.21,0.01,11,0.11,1012,5194.0
BlankFace,6,0.66,0.21,0.0,21,0.0,5257,10000.0
LoFiStargazer,4,0.44,2.13,0.0,18,0.0,284,846.0
Bloot (not for Weaks),28,3.09,0.84,0.05,67,3.35,3955,8008.0
Neon Junkies,5,0.55,0.28,0.0,26,0.0,2930,9135.0
Fat Punks Official,3,0.33,0.7,0.04,7,0.28,441,999.0
Characters  (for Adventurers),10,1.1,0.48,0.02,35,0.7000000000000001,2494,7249.0
Sleeper Hits Collection Volume 1 NFT Cribs,13,1.43,1.12,0.0,62,0.0,1930,5555.0
LoFiSkylines,8,0.88,1.14,0.01,38,0.38,1283,3333.0
Geometry Runners by Rich Lord,13,1.43,1.9,1.1,19,20.900000000000002,691,1000.0
Incrementum,3,0.33,0.15,0.01,6,0.06,1223,4000.0
Dogs Unchained,8,0.88,0.29,0.02,17,0.34,2194,5922.0
Shabu Town Shibas,8,0.88,1.28,0.01,128,1.28,3130,10000.0
nightkids,13,1.43,1.24,0.01,69,0.6900000000000001,2200,5554.0
The BirdHouse,3,0.33,0.22,0.01,13,0.13,2078,6000.0
Warriors of Aradena,8,0.88,0.35,0.09,28,2.52,2025,8000.0
MINDDS COLLAB LAND,6,0.66,36.84,0.05,7,0.35000000000000003,576,19.0
Space Poggers,10,1.1,0.74,0.02,92,1.84,3480,12442.0
Raccoon Mafia,1,0.11,0.03,0.01,1,0.01,1560,3331.0
Purrnelopes Country Club,12,1.32,0.54,0.22,54,11.88,3151,10000.0
Meta Bots,4,0.44,0.13,0.01,13,0.13,1118,10000.0
CryptoFoxes,6,0.66,1.67,0.04,185,7.4,3011,11111.0
Voxies,9,0.99,1.12,0.4,112,44.800000000000004,1750,10000.0
Waifusion,2,0.22,0.02,0.06,3,0.18,2277,16383.0
Fractal Chaos Abstract Collection,1,0.11,16.67,0.333,1,0.333,4,6.0
6529 Gradient,2,0.22,1.98,8.0,2,16.0,48,101.0
GM - hDkm5ZOvgZ,1,0.11,100.0,0.0,1,0.0,1,1.0
clubngmi,1,0.11,100.0,0.97,1,0.97,195,1.0
Loot Character Note,5,0.55,2.86,0.0,5,0.0,175,175.0
Loot Character (for Adventurers),4,0.44,1.73,0.0,4,0.0,174,231.0
Lunar Moon Plots,1,0.11,0.42,4.3,1,4.3,173,239.0
Cyber Curated,2,0.22,66.67,16.99,2,33.98,74,3.0
The Invisibles by Noun Cats,5,0.55,0.29,0.02,9,0.18,1374,3150.0
Cozy Penguins NFT,4,0.44,0.15,0.06,15,0.8999999999999999,3627,10000.0
MechaPenguins,6,0.66,0.31,0.06,16,0.96,1562,5184.0
Cells by Hevey,8,0.88,0.98,0.06,10,0.6,626,1024.0
Good Vibrations by Aluan Wang,8,0.88,0.78,0.1,8,0.8,652,1024.0
[Dis]entanglement by onlygenerated,10,1.1,2.33,0.06,17,1.02,448,730.0
♫ ByteBeats by DADABOTS x KAI,12,1.32,5.27,0.37,27,9.99,258,512.0
Timepiece by WAWAA,4,0.44,1.0,0.24,5,1.2,366,500.0
Moonray Presale Pass,7,0.77,700.0,0.22,7,1.54,816,1.0
glitch crystal monsters by Alida Sun,17,1.87,2.4,0.39,24,9.36,653,1000.0
Alien Clock by Shvembldr,9,0.99,6.35,2.0,23,46.0,148,362.0
Ecumenopolis by Joshua Bagley,14,1.54,3.25,1.4,22,30.799999999999997,430,676.0
AVLab B-side,7,0.77,0.68,0.0,7,0.0,631,1024.0
Savage Droids,11,1.21,0.79,0.07,43,3.0100000000000002,2035,5442.0
[LEGACY COLLECTION] Chibi Legends of the Warring Kingdoms,2,0.22,0.23,0.02,13,0.26,708,5555.0
Audioglyphs,24,2.65,0.43,0.07,43,3.0100000000000002,2736,10000.0
FUD Monsters,6,0.66,3.12,0.0,212,0.0,2297,6803.0
KamaGang: The VSFW Edition,1,0.11,0.13,0.01,1,0.01,290,749.0
Hall Of Fame Goat Lodge,7,0.77,0.33,0.06,33,1.98,3131,10000.0
Kamagang,5,0.55,0.32,0.04,10,0.4,1158,3163.0
RUG PUNKS,9,0.99,0.27,0.01,27,0.27,2630,10000.0
Mirandus,5,0.55,4.4,0.08,8,0.64,14890,182.0
Plasma Bears,10,1.1,3.19,0.3,48,14.399999999999999,639,1503.0
2112.run Genesis Cryptorunners,3,0.33,0.39,0.03,10,0.3,1270,2593.0
Invisible Friends,19,2.09,0.42,7.25,21,152.25,4159,5000.0
Bobaverse NFT,2,0.22,0.24,0.03,4,0.12,589,1697.0
Rebels In Disguise : Coin,1,0.11,100.0,0.03,1,0.03,376,1.0
2112.run rootPasses,3,0.33,133.33,0.02,8,0.16,1312,6.0
TheDeadDoodles,2,0.22,1.67,0.01,32,0.32,617,1920.0
marlo,1,0.11,33.33,22.0,1,22.0,3,3.0
Creepz Mega Shapeshifterz,11,1.21,0.75,0.28,26,7.280000000000001,2006,3485.0
Down 2 Earth Club,2,0.22,0.89,0.06,2,0.12,67,224.0
Creepz Shapeshifterz,10,1.1,1.13,0.1,29,2.9000000000000004,1326,2575.0
Lucky Foo Dogs NFT,4,0.44,0.5,0.0044,10,0.044000000000000004,654,2000.0
The Burrows NFT,3,0.33,0.13,0.0,7,0.0,3224,5462.0
NeckVille,8,0.88,0.25,0.03,14,0.42,2656,5555.0
Rainbow Cats NFT,3,0.33,0.34,0.0,17,0.0,2121,5001.0
Larva Breads,7,0.77,0.84,0.0,42,0.0,1194,4999.0
Wunks,3,0.33,0.13,0.02,8,0.16,2956,6000.0
Angry Ape Army Weapons,3,0.33,1.1,0.03,34,1.02,995,3097.0
Dysto Apez Official,3,0.33,0.29,0.35,13,4.55,1951,4444.0
A.N.I.M.O,20,2.21,1.1,0.08,110,8.8,3760,10000.0
Lucky Zeros | Purebase,2,0.22,5.76,0.31,192,59.519999999999996,1388,3333.0
Dream Engine by REMO x DCsan,6,0.66,2.58,0.1,9,0.9,200,349.0
Cushions by Devi Parikh,3,0.33,3.5,0.15,7,1.05,126,200.0
Property's NFT,7,0.77,0.32,0.09,19,1.71,2231,6000.0
Squishy Squad NFT,4,0.44,0.14,0.19,12,2.2800000000000002,6006,8888.0
MoodRollers by Lucas Zanotto,17,1.87,0.72,0.52,36,18.72,2711,5000.0
Cryptowalkers-Official,3,0.33,0.18,0.3,12,3.5999999999999996,2094,6545.0
Shopverse,3,0.33,0.21,0.08,6,0.48,2002,2800.0
SlimHoods Specials,10,1.1,500.0,0.03,10,0.3,1553,2.0
Angry Ape Army,4,0.44,1.14,3.0,38,114.0,1107,3333.0
DIGITZ GENESIS COLLECTION,2,0.22,0.82,0.17,18,3.06,1147,2182.0
COMPLEXTOADZ NFT,2,0.22,7.5,0.14,6,0.8400000000000001,58,80.0
SlimHoods,18,1.98,0.76,0.64,38,24.32,2770,5000.0
Complexdog illustrations,1,0.11,33.33,0.1,1,0.1,5,3.0
iAMs,1,0.11,1.48,0.14,7,0.9800000000000001,195,473.0
Chubbies,12,1.32,0.75,0.06,75,4.5,3393,9997.0
LetsWalk,12,1.32,23.61,4.35,17,73.94999999999999,676,72.0
A0K1VERSE Credits,4,0.44,400.0,0.1,4,0.4,1800,1.0
SEEDS by Lucien Smith,5,0.55,1.08,0.09,17,1.53,617,1570.0
RareBunniClub,6,0.66,0.2,0.02,11,0.22,2053,5500.0
Steve Aoki,6,0.66,0.34,0.14,10,1.4000000000000001,965,2942.0
AiVATAR,21,2.32,5.32,0.02,319,6.38,1518,6000.0
JK DAO,1,0.11,100.0,0.01,1,0.01,554,1.0
Metasaurs by Dr. DMT,7,0.77,0.1,0.09,10,0.8999999999999999,5218,9999.0
Trash Pandas of the World,3,0.33,0.12,0.0,7,0.0,1134,5897.0
Monster Maps (for Adventurers),2,0.22,0.37,0.01,4,0.04,267,1077.0
Monsters  (for Adventurers with Maps),3,0.33,0.3,0.0,7,0.0,451,2331.0
Todd & Rahul's Angel Fund,6,0.66,1.5,0.05,6,0.30000000000000004,395,399.0
CryptoSkulls,18,1.98,1.08,0.86,108,92.88,4194,9997.0
DourDarcels,13,1.43,0.27,0.4,27,10.8,4746,10000.0
Lobby3 Membership Token,5,0.55,0.74,0.09,5,0.44999999999999996,493,677.0
MegaBots NFT 01 edition,1,0.11,0.96,0.09,1,0.09,69,104.0
The Alien Doogle,3,0.33,0.16,0.03,13,0.39,3022,8243.0
URS Companions,1,0.11,0.07,0.01,3,0.03,1303,4279.0
MonsterChompers,2,0.22,3.6,0.2,5,1.0,35,139.0
Future Art Access All Art Pass VeeFriends edition,8,0.88,1.62,0.19,9,1.71,429,555.0
2545 By Gr4y,11,1.21,0.25,0.0,25,0.0,2940,9997.0
Truchet Styles,1,0.11,0.1,0.01,2,0.02,849,2048.0
The Project URS,5,0.55,0.08,0.02,8,0.16,3663,9983.0
NOOBS NFT,3,0.33,0.82,0.01,43,0.43,1053,5214.0
Zerion Genesis Collection,16,1.76,170.0,0.02,17,0.34,52308,10.0
Do Not Buy Peppers From This Collection,1,0.11,0.08,0.04,5,0.2,1253,6626.0
Kungfu Hero,5,0.55,0.09,0.01,5,0.05,1281,5637.0
Panda Golf Squad,2,0.22,0.09,0.0,3,0.0,1143,3220.0
KNEECAPs,1,0.11,1.94,0.01,24,0.24,275,1239.0
Super Yeti,19,2.09,0.51,0.09,51,4.59,4274,10000.0
Ksoids,6,0.66,1.8,0.1,18,1.8,238,1000.0
EulerBeats Enigma,4,0.44,11.11,35.0,6,210.0,106,54.0
Cyberpunkz Official,1,0.11,0.07,0.03,3,0.09,410,4367.0
Rowdy Roos,1,0.11,0.02,0.04,2,0.08,4121,9999.0
Dutch tulips,1,0.11,10.0,0.0,1,0.0,5,10.0
Unidentified contract,2,0.22,0.54,0.0,4,0.0,928,746.0
JPEG Cards,6,0.66,0.59,0.7,6,4.199999999999999,547,1018.0
Custom Idols,1,0.11,11.11,0.0,1,0.0,9,9.0
Space Cowboys Official,5,0.55,0.65,0.0,14,0.0,422,2169.0
CryptoPepes NFT,3,0.33,15.58,0.07,36,2.5200000000000005,36,231.0
The Wrapture by Dmitri Cherniak,3,0.33,8.0,0.0,4,0.0,35,50.0
Timeless Number,2,0.22,11.11,0.055,6,0.33,24,54.0
NFTfolio,4,0.44,133.33,0.24,4,0.96,97,3.0
Baby D Art,2,0.22,0.41,0.0,2,0.0,290,491.0
Light Beams by Jason Ting,7,0.77,6.67,5.8,10,58.0,88,150.0
Traversals by Loren Bednar,4,0.44,5.33,1.0,8,8.0,98,150.0
MushyBaras,4,0.44,4.11,0.02,39,0.78,203,948.0
HALL OF FAME | The Chain Architect,2,0.22,20.0,0.0,2,0.0,10,10.0
24 Heures by Alexis André,8,0.88,14.29,50.0,8,400.0,56,56.0
Nyan Aoki,3,0.33,300.0,0.5,3,1.5,95,1.0
Apparitions by Aaron Penne,24,2.65,2.67,0.99,40,39.6,738,1500.0
Unigrids by Zeblocks,10,1.1,4.75,8.99,20,179.8,174,421.0
Spectron by Simon De Mai,8,0.88,4.75,1.95,19,37.05,207,400.0
Ringers by Dmitri Cherniak,16,1.76,5.4,38.7,54,2089.8,281,1000.0
Construction Token by Jeff Davis,13,1.43,4.2,2.8,21,58.8,255,500.0
R3sonance by ge1doot,8,0.88,4.1,0.5,21,10.5,248,512.0
Rhythm by Jeff Davis,12,1.32,16.47,1.95,55,107.25,163,334.0
The Eternal Pump by Dmitri Cherniak,3,0.33,8.0,475.0,4,1900.0,37,50.0
View Card by Jeff Davis,5,0.55,12.2,11.5,5,57.5,24,41.0
"2021, the year of NFTs",2,0.22,5.26,0.06,2,0.12,31,38.0
Woodies Mint Passport,3,0.33,100.0,0.08,3,0.24,138,3.0
Lost Grids,1,0.11,1.0,0.09,1,0.09,12,100.0
say it back,4,0.44,2.51,0.01,23,0.23,266,918.0
CanvaIsland avatars,1,0.11,0.65,0.15,1,0.15,95,153.0
PixMons,3,0.33,0.98,0.0,5,0.0,166,512.0
When Merge,4,0.44,118.18,0.27,13,3.5100000000000002,120,11.0
AlienPunks NFT,3,0.33,0.95,0.01,18,0.18,784,1898.0
Dynamic Slices by pxlq,12,1.32,4.1,1.45,21,30.45,254,512.0
Hunted Stills Digital Album,1,0.11,11.11,0.1,1,0.1,3,9.0
Curse NFT Tickets,3,0.33,0.5,0.03,5,0.15,520,1000.0
BIg PP Gifts,1,0.11,1.28,4.0,1,4.0,62,78.0
Moon Phases NFT,1,0.11,12.5,1.0,1,1.0,8,8.0
The Soft Bid Guy,1,0.11,5.56,0.69,1,0.69,17,18.0
The Fuckin' Trolls,14,1.54,0.55,0.01,55,0.55,2033,10003.0
AI Art Animations - 4K 60 FPS,1,0.11,1.67,0.02,1,0.02,26,60.0
ACK Unique Editions / 1 of 1's,2,0.22,5.26,18.69,3,56.07000000000001,41,57.0
Washington Wizards Starting Five Collection,3,0.33,140.0,0.08,7,0.56,184,5.0
DeNations Art Open Edition,13,1.43,1300.0,0.01,13,0.13,1048,1.0
Fast Food Punks,3,0.33,0.3,0.4,3,1.2000000000000002,315,1000.0
HDPunks,6,0.66,0.12,0.02,12,0.24,1172,10000.0
Exploding Watches,1,0.11,100.0,0.09,1,0.09,7,1.0
Crypto Axe,1,0.11,30.0,0.04,3,0.12,30,10.0
CryptoPunks Alive,1,0.11,0.51,0.1,2,0.2,152,389.0
Dexamol Swarm,2,0.22,200.0,0.45,2,0.9,119,1.0
CryptoSongz,6,0.66,0.8,0.02,8,0.16,423,999.0
Mars26,3,0.33,0.22,0.01,3,0.03,180,1371.0
RTFKT PUNK PROJECT GEN 1,16,1.76,10.2,3.8,50,190.0,270,490.0
Gener8tive Mutations,8,0.88,10.51,0.4,27,10.8,159,257.0
Eulerbeat Dreams Coverart & Mp3,1,0.11,100.0,0.0,1,0.0,41,1.0
Solvency by Ezra Miller,6,0.66,1.8,3.13,9,28.169999999999998,243,500.0
DeFiLand Stamps,1,0.11,0.95,0.001,1,0.001,7,105.0
NEKO Official,5,0.55,0.13,0.03,10,0.3,2542,7703.0
Concrete Park,8,0.88,0.23,0.0,9,0.0,486,3866.0
Laguna Beach,3,0.33,5.88,0.01,3,0.03,16,51.0
SOLOS,17,1.87,2.84,0.1,78,7.800000000000001,960,2746.0
ETHUSDNFT,1,0.11,3.33,0.01,1,0.01,6,30.0
Layer-2 Pepe,1,0.11,1.16,0.5,1,0.5,82,86.0
EulerBeats LP13 Generative Cover Art,2,0.22,3.33,0.5,2,1.0,57,60.0
Deafbeef,9,0.99,9.46,32.0,21,672.0,103,222.0
World of Ethereum Trophies,1,0.11,25.0,48.0,1,48.0,13,4.0
Non Fungible Tulips,1,0.11,0.83,0.29,1,0.29,37,120.0
One Dot,1,0.11,9.09,0.15,1,0.15,4,11.0
LP07,2,0.22,3.45,0.07,2,0.14,57,58.0
Daily Dips,1,0.11,2.56,0.05,1,0.05,21,39.0
Crypto Font - Collectible Editions,3,0.33,2.36,0.1,3,0.30000000000000004,89,127.0
Rainbows,2,0.22,10.0,30.0,3,90.0,20,30.0
The Anesidora Group,1,0.11,2.94,0.2,1,0.2,27,34.0
Justin Aversano - Twin Flames - Collection of 100 Twin Portraits,8,0.88,8.0,100.69,8,805.52,86,100.0
Twerky Club,6,0.66,16.13,0.09,10,0.8999999999999999,721,62.0
HASH by POB,18,1.98,0.74,0.02,49,0.98,2437,6595.0
Yotta,1,0.11,12.5,0.75,1,0.75,8,8.0
BEEPLE: EVERYDAYS - THE 2020 COLLECTION,5,0.55,0.83,25.0,6,150.0,201,722.0
Thorchain Collectibles,2,0.22,14.81,0.1,12,1.2000000000000002,1032,81.0
Slimesunday,2,0.22,0.23,0.37,3,1.1099999999999999,178,1328.0
BEEPLE - GENESIS COLLECTION,1,0.11,0.98,70.0,1,70.0,46,102.0
Palette Season,1,0.11,8.33,0.01,1,0.01,5,12.0
The People's Potato by Second Realm,1,0.11,14.29,0.07,1,0.07,691,7.0
Big Naza,1,0.11,15.0,0.02,3,0.06,39,20.0
Squiggly,2,0.22,5.0,59.0,5,295.0,52,100.0
Autoglyphs,5,0.55,2.15,169.0,11,1859.0,150,512.0
Gener8tive K-Compositions,8,0.88,8.4,3.0,21,63.0,131,250.0
RELI3F UKR,39,4.3,381.08,0.01,141,1.41,3957,37.0
derpyape mfers,1,0.11,0.13,0.0,10,0.0,1221,7776.0
mfer charity,5,0.55,500.0,0.01,5,0.05,377,1.0
Atomverse Genesis,2,0.22,0.09,0.03,4,0.12,2347,4443.0
CK Mfers,3,0.33,1.47,0.01,22,0.22,447,1500.0
Invisible Mfers,3,0.33,0.29,0.01,23,0.23,3671,7951.0
Derpy Apes,2,0.22,0.54,0.01,20,0.2,895,3709.0
